20181025_19-32-38,27.0
20181025_19-33-09,24.75
20181025_19-33-41,22.937
20181025_19-34-12,21.687
20181025_19-34-43,20.812
20181025_19-35-13,20.062
20181025_19-35-44,19.5
20181025_19-36-15,19.687
20181025_19-36-46,20.125
20181025_19-37-17,19.687
20181025_19-37-48,19.687
20181025_19-38-19,20.062
20181025_19-38-50,19.437
20181025_19-39-21,19.562
20181025_19-39-52,19.875
20181025_19-40-23,20.187
20181025_19-40-54,19.375
20181025_19-41-25,19.375
20181025_19-41-56,19.687
20181025_19-42-27,20.0
20181025_19-42-58,20.312
20181025_19-43-29,19.312
20181025_19-44-00,19.25
20181025_19-44-31,19.5
20181025_19-45-02,19.812
20181025_19-45-33,20.125
20181025_19-46-04,19.062
20181025_19-46-35,19.0
20181025_19-47-05,19.187
20181025_19-47-36,19.5
20181025_19-48-07,19.75
20181025_19-48-38,20.062
20181025_19-49-09,18.937
20181025_19-49-40,18.75
20181025_19-50-11,19.0
20181025_19-50-42,19.25
20181025_19-51-13,19.562
20181025_19-51-44,19.812
20181025_19-52-15,20.062
20181025_19-52-46,18.875
20181025_19-53-17,18.75
20181025_19-53-48,18.937
20181025_19-54-19,19.187
20181025_19-54-50,19.437
20181025_19-55-21,19.687
20181025_19-55-52,19.875
20181025_19-56-23,20.125
20181025_19-56-54,18.75
20181025_19-57-25,18.562
20181025_19-57-56,18.75
20181025_19-58-27,19.0
20181025_19-58-57,19.25
20181025_19-59-28,19.5
20181025_19-59-59,19.687
20181025_20-00-30,19.875
20181025_20-01-01,20.125
20181025_20-01-32,18.687
20181025_20-02-03,18.5
20181025_20-02-34,18.687
20181025_20-03-05,18.875
20181025_20-03-36,19.125
20181025_20-04-07,19.375
20181025_20-04-38,19.562
20181025_20-05-09,19.75
20181025_20-05-40,19.937
20181025_20-06-11,20.125
20181025_20-06-42,18.687
20181025_20-07-13,18.437
20181025_20-07-44,18.625
20181025_20-08-15,18.812
20181025_20-08-46,19.062
20181025_20-09-17,19.25
20181025_20-09-48,19.5
20181025_20-10-19,19.687
20181025_20-10-49,19.875
20181025_20-11-20,20.0
20181025_20-11-51,20.187
20181025_20-12-22,18.625
20181025_20-12-53,18.375
20181025_20-13-24,18.562
20181025_20-13-55,18.75
20181025_20-14-26,19.0
20181025_20-14-57,19.187
20181025_20-15-28,19.437
20181025_20-15-59,19.625
20181025_20-16-30,19.75
20181025_20-17-01,19.937
20181025_20-17-32,20.062
20181025_20-18-03,18.562
20181025_20-18-34,18.375
20181025_20-19-05,18.5
20181025_20-19-36,18.687
20181025_20-20-07,18.937
20181025_20-20-38,19.125
20181025_20-21-09,19.375
20181025_20-21-39,19.562
20181025_20-22-10,19.687
20181025_20-22-41,19.875
20181025_20-23-12,20.0
20181025_20-23-43,20.125
20181025_20-24-14,18.562
20181025_20-24-45,18.312
20181025_20-25-16,18.437
20181025_20-25-47,18.687
20181025_20-26-18,18.875
20181025_20-26-49,19.125
20181025_20-27-20,19.312
20181025_20-27-51,19.5
20181025_20-28-22,19.687
20181025_20-28-53,19.812
20181025_20-29-24,19.937
20181025_20-29-55,20.062
20181025_20-30-25,18.5
20181025_20-30-56,18.375
20181025_20-31-27,18.5
20181025_20-31-58,18.687
20181025_20-32-29,18.875
20181025_20-33-00,19.125
20181025_20-33-31,19.312
20181025_20-34-02,19.5
20181025_20-34-33,19.625
20181025_20-35-04,19.812
20181025_20-35-35,19.937
20181025_20-36-06,20.062
20181025_20-36-37,18.5
20181025_20-37-08,18.312
20181025_20-37-39,18.437
20181025_20-38-10,18.625
20181025_20-38-41,18.875
20181025_20-39-11,19.062
20181025_20-39-42,19.25
20181025_20-40-13,19.437
20181025_20-40-44,19.625
20181025_20-41-15,19.812
20181025_20-41-46,19.937
20181025_20-42-17,20.062
20181025_20-42-48,18.5
20181025_20-43-19,18.312
20181025_20-43-50,18.5
20181025_20-44-21,18.687
20181025_20-44-52,18.875
20181025_20-45-23,19.062
20181025_20-45-54,19.25
20181025_20-46-25,19.437
20181025_20-46-56,19.625
20181025_20-47-27,19.75
20181025_20-47-58,19.937
20181025_20-48-29,20.062
20181025_20-49-00,18.5
20181025_20-49-30,18.25
20181025_20-50-01,18.437
20181025_20-50-32,18.625
20181025_20-51-03,18.812
20181025_20-51-34,19.062
20181025_20-52-05,19.25
20181025_20-52-36,19.437
20181025_20-53-07,19.625
20181025_20-53-38,19.75
20181025_20-54-09,19.937
20181025_20-54-40,20.0
20181025_20-55-11,20.125
20181025_20-55-42,18.625
20181025_20-56-13,18.375
20181025_20-56-44,18.5
20181025_20-57-15,18.687
20181025_20-57-45,18.937
20181025_20-58-16,19.125
20181025_20-58-47,19.312
20181025_20-59-18,19.5
20181025_20-59-49,19.687
20181025_21-00-20,19.812
20181025_21-00-51,19.937
20181025_21-01-22,20.062
20181025_21-01-53,18.562
20181025_21-02-24,18.312
20181025_21-02-55,18.5
20181025_21-03-26,18.687
20181025_21-03-57,18.875
20181025_21-04-28,19.125
20181025_21-04-59,19.312
20181025_21-05-30,19.5
20181025_21-06-01,19.687
20181025_21-06-31,19.812
20181025_21-07-02,19.937
20181025_21-07-33,20.062
20181025_21-08-04,18.562
20181025_21-08-35,18.312
20181025_21-09-06,18.437
20181025_21-09-37,18.687
20181025_21-10-08,18.875
20181025_21-10-39,19.125
20181025_21-11-10,19.312
20181025_21-11-41,19.5
20181025_21-12-12,19.625
20181025_21-12-43,19.812
20181025_21-13-14,19.937
20181025_21-13-45,20.062
20181025_21-14-16,18.562
20181025_21-14-47,18.312
20181025_21-15-18,18.5
20181025_21-15-49,18.687
20181025_21-16-20,18.875
20181025_21-16-51,19.125
20181025_21-17-21,19.312
20181025_21-17-52,19.5
20181025_21-18-23,19.687
20181025_21-18-54,19.812
20181025_21-19-25,19.937
20181025_21-19-56,20.062
20181025_21-20-27,18.562
20181025_21-20-58,18.312
20181025_21-21-29,18.437
20181025_21-22-00,18.687
20181025_21-22-31,18.875
20181025_21-23-02,19.125
20181025_21-23-33,19.312
20181025_21-24-04,19.5
20181025_21-24-35,19.625
20181025_21-25-06,19.812
20181025_21-25-37,19.937
20181025_21-26-08,20.062
20181025_21-26-39,18.562
20181025_21-27-10,18.312
20181025_21-27-41,18.437
20181025_21-28-12,18.687
20181025_21-28-43,18.875
20181025_21-29-13,19.062
20181025_21-29-44,19.312
20181025_21-30-15,19.5
20181025_21-30-46,19.625
20181025_21-31-17,19.812
20181025_21-31-48,19.937
20181025_21-32-19,20.062
20181025_21-32-50,18.562
20181025_21-33-21,18.375
20181025_21-33-52,18.5
20181025_21-34-23,18.687
20181025_21-34-54,18.875
20181025_21-35-25,19.125
20181025_21-35-56,19.312
20181025_21-36-27,19.5
20181025_21-36-58,19.625
20181025_21-37-28,19.812
20181025_21-37-59,19.937
20181025_21-38-30,20.062
20181025_21-39-01,18.562
20181025_21-39-32,18.375
20181025_21-40-03,18.5
20181025_21-40-34,18.75
20181025_21-41-05,18.937
20181025_21-41-36,19.125
20181025_21-42-07,19.312
20181025_21-42-38,19.5
