20181024_07-46-56,25.375
20181024_07-47-28,24.187
20181024_07-47-59,23.125
20181024_07-48-31,22.312
20181024_07-49-02,21.687
20181024_07-49-33,21.25
20181024_07-50-03,20.937
20181024_07-50-34,20.625
20181024_07-51-05,20.312
20181024_07-51-36,20.062
20181024_07-52-07,19.875
20181024_07-52-38,20.0
20181024_07-53-09,20.312
20181024_07-53-40,20.062
20181024_07-54-11,19.687
20181024_07-54-42,19.812
20181024_07-55-13,20.062
20181024_07-55-44,19.812
20181024_07-56-15,19.812
20181024_07-56-46,20.062
20181024_07-57-17,19.75
20181024_07-57-48,19.75
20181024_07-58-19,19.937
20181024_07-58-50,20.187
20181024_07-59-21,19.75
20181024_07-59-52,19.75
20181024_08-00-23,19.937
20181024_08-00-54,20.125
20181024_08-01-25,19.625
20181024_08-01-55,19.625
20181024_08-02-26,19.812
20181024_08-02-57,20.0
20181024_08-03-28,20.25
20181024_08-03-59,19.625
20181024_08-04-30,19.625
20181024_08-05-01,19.75
20181024_08-05-32,19.937
20181024_08-06-03,20.125
20181024_08-06-34,19.5
20181024_08-07-05,19.5
20181024_08-07-36,19.687
20181024_08-08-07,19.875
20181024_08-08-38,20.062
20181024_08-09-09,19.375
20181024_08-09-40,19.375
20181024_08-10-11,19.562
20181024_08-10-42,19.75
20181024_08-11-13,19.937
20181024_08-11-44,20.125
20181024_08-12-15,19.437
20181024_08-12-46,19.375
20181024_08-13-17,19.5
20181024_08-13-47,19.687
20181024_08-14-18,19.875
20181024_08-14-49,20.062
20181024_08-15-20,19.375
20181024_08-15-51,19.312
20181024_08-16-22,19.5
20181024_08-16-53,19.625
20181024_08-17-24,19.812
20181024_08-17-55,20.0
20181024_08-18-26,20.187
20181024_08-18-57,19.375
20181024_08-19-28,19.375
20181024_08-19-59,19.5
20181024_08-20-30,19.687
20181024_08-21-01,19.812
20181024_08-21-32,20.0
20181024_08-22-03,20.125
20181024_08-22-34,19.375
20181024_08-23-05,19.375
20181024_08-23-36,19.5
20181024_08-24-07,19.625
20181024_08-24-38,19.812
20181024_08-25-09,19.937
20181024_08-25-39,20.125
20181024_08-26-10,19.312
20181024_08-26-41,19.25
20181024_08-27-12,19.437
20181024_08-27-43,19.562
20181024_08-28-14,19.75
20181024_08-28-45,19.875
20181024_08-29-16,20.062
20181024_08-29-47,19.312
20181024_08-30-18,19.25
20181024_08-30-49,19.375
20181024_08-31-20,19.562
20181024_08-31-51,19.687
20181024_08-32-22,19.875
20181024_08-32-53,20.062
20181024_08-33-24,19.25
20181024_08-33-55,19.25
20181024_08-34-26,19.375
20181024_08-34-57,19.5
20181024_08-35-28,19.687
20181024_08-35-59,19.875
20181024_08-36-30,20.0
20181024_08-37-01,20.125
20181024_08-37-31,19.312
20181024_08-38-02,19.25
20181024_08-38-33,19.375
20181024_08-39-04,19.562
20181024_08-39-35,19.687
20181024_08-40-06,19.875
20181024_08-40-37,20.0
20181024_08-41-08,20.187
20181024_08-41-39,19.375
20181024_08-42-10,19.312
20181024_08-42-41,19.437
20181024_08-43-12,19.562
20181024_08-43-43,19.75
20181024_08-44-14,19.875
20181024_08-44-45,20.062
20181024_08-45-16,19.25
20181024_08-45-47,19.187
20181024_08-46-18,19.312
20181024_08-46-49,19.5
20181024_08-47-20,19.625
20181024_08-47-51,19.812
20181024_08-48-21,20.0
20181024_08-48-52,20.125
20181024_08-49-23,19.312
20181024_08-49-54,19.25
20181024_08-50-25,19.375
20181024_08-50-56,19.562
20181024_08-51-27,19.687
20181024_08-51-58,19.875
20181024_08-52-29,20.0
20181024_08-53-00,20.187
20181024_08-53-31,19.375
20181024_08-54-02,19.312
20181024_08-54-33,19.437
20181024_08-55-04,19.625
20181024_08-55-35,19.75
20181024_08-56-06,19.937
20181024_08-56-37,20.062
20181024_08-57-07,19.312
20181024_08-57-38,19.25
20181024_08-58-09,19.375
20181024_08-58-40,19.562
20181024_08-59-11,19.687
20181024_08-59-42,19.875
20181024_09-00-13,20.062
20181024_09-00-44,19.312
20181024_09-01-15,19.187
20181024_09-01-46,19.375
20181024_09-02-17,19.5
20181024_09-02-48,19.687
20181024_09-03-19,19.875
20181024_09-03-50,20.0
20181024_09-04-21,20.187
20181024_09-04-51,19.375
20181024_09-05-22,19.312
20181024_09-05-53,19.437
20181024_09-06-24,19.625
20181024_09-06-55,19.75
20181024_09-07-26,19.937
20181024_09-07-57,20.062
20181024_09-08-28,19.312
20181024_09-08-59,19.312
20181024_09-09-30,19.437
20181024_09-10-01,19.562
20181024_09-10-32,19.75
20181024_09-11-03,19.875
20181024_09-11-34,20.062
20181024_09-12-05,19.312
20181024_09-12-36,19.25
20181024_09-13-07,19.375
20181024_09-13-38,19.562
20181024_09-14-09,19.687
20181024_09-14-40,19.875
20181024_09-15-11,20.062
20181024_09-15-41,19.312
20181024_09-16-12,19.25
20181024_09-16-43,19.375
20181024_09-17-14,19.562
20181024_09-17-45,19.75
20181024_09-18-16,19.875
20181024_09-18-47,20.062
20181024_09-19-18,19.312
20181024_09-19-49,19.312
20181024_09-20-20,19.437
20181024_09-20-51,19.625
20181024_09-21-22,19.75
20181024_09-21-53,19.875
20181024_09-22-24,20.062
20181024_09-22-55,19.375
20181024_09-23-26,19.312
20181024_09-23-57,19.437
20181024_09-24-28,19.625
20181024_09-24-59,19.75
20181024_09-25-30,19.937
20181024_09-26-01,20.062
20181024_09-26-32,19.375
20181024_09-27-03,19.312
20181024_09-27-34,19.437
20181024_09-28-05,19.625
20181024_09-28-35,19.75
20181024_09-29-06,19.937
20181024_09-29-37,20.062
20181024_09-30-08,19.375
20181024_09-30-39,19.375
20181024_09-31-10,19.5
20181024_09-31-41,19.625
20181024_09-32-12,19.812
20181024_09-32-43,19.937
20181024_09-33-14,20.125
20181024_09-33-45,19.375
20181024_09-34-16,19.375
20181024_09-34-47,19.5
20181024_09-35-18,19.625
20181024_09-35-49,19.812
20181024_09-36-20,20.0
20181024_09-36-51,20.125
20181024_09-37-22,19.375
20181024_09-37-53,19.375
20181024_09-38-24,19.5
20181024_09-38-55,19.687
20181024_09-39-26,19.812
20181024_09-39-57,20.0
20181024_09-40-28,20.125
20181024_09-40-59,19.437
20181024_09-41-29,19.375
20181024_09-42-00,19.5
20181024_09-42-31,19.687
20181024_09-43-02,19.875
20181024_09-43-33,20.0
20181024_09-44-04,20.187
20181024_09-44-35,19.437
20181024_09-45-06,19.375
20181024_09-45-37,19.562
20181024_09-46-08,19.687
20181024_09-46-39,19.875
20181024_09-47-10,20.0
20181024_09-47-41,20.187
20181024_09-48-12,19.437
20181024_09-48-43,19.437
20181024_09-49-14,19.562
20181024_09-49-45,19.75
20181024_09-50-16,19.875
20181024_09-50-47,20.062
20181024_09-51-18,19.375
20181024_09-51-49,19.312
20181024_09-52-20,19.437
20181024_09-52-51,19.625
20181024_09-53-22,19.812
20181024_09-53-53,20.0
20181024_09-54-23,20.125
20181024_09-54-54,19.437
20181024_09-55-25,19.437
20181024_09-55-56,19.562
20181024_09-56-27,19.75
20181024_09-56-58,19.875
20181024_09-57-29,20.062
20181024_09-58-00,19.375
20181024_09-58-31,19.375
20181024_09-59-02,19.5
20181024_09-59-33,19.687
20181024_10-00-04,19.812
20181024_10-00-35,20.0
20181024_10-01-06,20.125
20181024_10-01-37,19.437
20181024_10-02-08,19.375
20181024_10-02-39,19.562
20181024_10-03-10,19.687
20181024_10-03-41,19.875
20181024_10-04-12,20.0
20181024_10-04-43,20.187
20181024_10-05-14,19.5
20181024_10-05-45,19.437
20181024_10-06-16,19.562
20181024_10-06-47,19.75
20181024_10-07-17,19.875
20181024_10-07-48,20.062
20181024_10-08-19,19.375
20181024_10-08-50,19.375
20181024_10-09-21,19.5
20181024_10-09-52,19.687
20181024_10-10-23,19.875
20181024_10-10-54,20.0
20181024_10-11-25,20.187
20181024_10-11-56,19.5
20181024_10-12-27,19.437
20181024_10-12-58,19.562
20181024_10-13-29,19.75
20181024_10-14-00,19.875
20181024_10-14-31,20.062
20181024_10-15-02,19.437
20181024_10-15-33,19.375
20181024_10-16-04,19.5
20181024_10-16-35,19.687
20181024_10-17-06,19.875
20181024_10-17-37,20.0
20181024_10-18-08,20.187
20181024_10-18-39,19.5
20181024_10-19-10,19.437
20181024_10-19-41,19.562
20181024_10-20-11,19.75
20181024_10-20-42,19.875
20181024_10-21-13,20.062
20181024_10-21-44,19.437
20181024_10-22-15,19.375
20181024_10-22-46,19.562
20181024_10-23-17,19.687
20181024_10-23-48,19.875
20181024_10-24-19,20.0
20181024_10-24-50,20.187
20181024_10-25-21,19.5
20181024_10-25-52,19.437
20181024_10-26-23,19.562
20181024_10-26-54,19.75
20181024_10-27-25,19.875
20181024_10-27-56,20.062
20181024_10-28-27,19.437
20181024_10-28-58,19.375
20181024_10-29-29,19.562
20181024_10-30-00,19.687
20181024_10-30-31,19.875
20181024_10-31-02,20.0
20181024_10-31-33,20.187
20181024_10-32-03,19.5
20181024_10-32-34,19.5
20181024_10-33-05,19.625
20181024_10-33-36,19.75
20181024_10-34-07,19.937
20181024_10-34-38,20.062
20181024_10-35-09,19.437
20181024_10-35-40,19.437
20181024_10-36-11,19.562
20181024_10-36-42,19.687
20181024_10-37-13,19.875
20181024_10-37-44,20.062
20181024_10-38-15,19.375
20181024_10-38-46,19.375
20181024_10-39-17,19.5
20181024_10-39-48,19.687
20181024_10-40-19,19.812
20181024_10-40-50,20.0
20181024_10-41-21,20.187
20181024_10-41-52,19.5
20181024_10-42-23,19.5
20181024_10-42-54,19.625
20181024_10-43-25,19.75
20181024_10-43-55,19.937
20181024_10-44-26,20.062
20181024_10-44-57,19.437
20181024_10-45-28,19.375
20181024_10-45-59,19.5
20181024_10-46-30,19.687
20181024_10-47-01,19.875
20181024_10-47-32,20.0
20181024_10-48-03,20.187
20181024_10-48-34,19.5
20181024_10-49-05,19.5
20181024_10-49-36,19.625
20181024_10-50-07,19.75
20181024_10-50-38,19.937
20181024_10-51-09,20.062
20181024_10-51-40,19.437
20181024_10-52-11,19.437
20181024_10-52-42,19.562
20181024_10-53-13,19.687
20181024_10-53-44,19.875
20181024_10-54-15,20.062
20181024_10-54-46,19.437
20181024_10-55-17,19.437
20181024_10-55-48,19.562
20181024_10-56-19,19.687
20181024_10-56-49,19.875
20181024_10-57-20,20.062
20181024_10-57-51,19.375
20181024_10-58-22,19.375
20181024_10-58-53,19.5
20181024_10-59-24,19.687
20181024_10-59-55,19.875
20181024_11-00-26,20.0
20181024_11-00-57,20.187
20181024_11-01-28,19.5
20181024_11-01-59,19.437
20181024_11-02-30,19.625
20181024_11-03-01,19.75
20181024_11-03-32,19.937
20181024_11-04-03,20.062
20181024_11-04-34,19.437
20181024_11-05-05,19.375
20181024_11-05-36,19.5
20181024_11-06-07,19.687
20181024_11-06-38,19.875
20181024_11-07-09,20.062
20181024_11-07-40,19.437
20181024_11-08-11,19.375
20181024_11-08-42,19.562
20181024_11-09-13,19.687
20181024_11-09-43,19.875
20181024_11-10-14,20.0
20181024_11-10-45,20.187
20181024_11-11-16,19.5
20181024_11-11-47,19.5
20181024_11-12-18,19.625
20181024_11-12-49,19.812
20181024_11-13-20,19.937
20181024_11-13-51,20.125
20181024_11-14-22,19.5
20181024_11-14-53,19.437
20181024_11-15-24,19.625
20181024_11-15-55,19.75
20181024_11-16-26,19.937
20181024_11-16-57,20.062
20181024_11-17-28,19.437
20181024_11-17-59,19.437
20181024_11-18-30,19.562
20181024_11-19-01,19.75
20181024_11-19-32,19.875
20181024_11-20-03,20.062
20181024_11-20-34,19.437
20181024_11-21-05,19.375
20181024_11-21-36,19.5
20181024_11-22-07,19.687
20181024_11-22-37,19.875
20181024_11-23-08,20.0
20181024_11-23-39,20.187
20181024_11-24-10,19.5
20181024_11-24-41,19.5
20181024_11-25-12,19.625
20181024_11-25-43,19.812
20181024_11-26-14,19.937
20181024_11-26-45,20.062
20181024_11-27-16,19.437
20181024_11-27-47,19.437
20181024_11-28-18,19.562
20181024_11-28-49,19.75
20181024_11-29-20,19.875
20181024_11-29-51,20.062
20181024_11-30-22,19.437
20181024_11-30-53,19.437
20181024_11-31-24,19.562
20181024_11-31-55,19.75
20181024_11-32-26,19.875
20181024_11-32-57,20.062
20181024_11-33-28,19.437
20181024_11-33-59,19.437
20181024_11-34-30,19.562
20181024_11-35-01,19.687
20181024_11-35-31,19.875
20181024_11-36-02,20.062
20181024_11-36-33,19.437
20181024_11-37-04,19.437
20181024_11-37-35,19.562
20181024_11-38-06,19.687
20181024_11-38-37,19.875
20181024_11-39-08,20.062
20181024_11-39-39,19.437
20181024_11-40-10,19.437
20181024_11-40-41,19.562
20181024_11-41-12,19.687
20181024_11-41-43,19.875
20181024_11-42-14,20.062
20181024_11-42-45,19.437
20181024_11-43-16,19.437
20181024_11-43-47,19.562
20181024_11-44-18,19.75
20181024_11-44-49,19.875
20181024_11-45-20,20.062
20181024_11-45-51,19.437
20181024_11-46-22,19.375
20181024_11-46-53,19.562
20181024_11-47-24,19.687
20181024_11-47-55,19.875
20181024_11-48-25,20.062
20181024_11-48-56,19.437
20181024_11-49-27,19.375
20181024_11-49-58,19.562
20181024_11-50-29,19.687
20181024_11-51-00,19.875
20181024_11-51-31,20.062
20181024_11-52-02,19.437
20181024_11-52-33,19.437
20181024_11-53-04,19.562
20181024_11-53-35,19.75
20181024_11-54-06,19.875
20181024_11-54-37,20.062
20181024_11-55-08,19.437
20181024_11-55-39,19.375
20181024_11-56-10,19.5
20181024_11-56-41,19.687
20181024_11-57-12,19.875
20181024_11-57-43,20.0
20181024_11-58-14,20.187
20181024_11-58-45,19.5
20181024_11-59-16,19.5
20181024_11-59-47,19.625
20181024_12-00-18,19.812
20181024_12-00-49,20.0
20181024_12-01-19,20.125
20181024_12-01-50,19.5
20181024_12-02-21,19.5
20181024_12-02-52,19.625
20181024_12-03-23,19.75
20181024_12-03-54,19.937
20181024_12-04-25,20.125
20181024_12-04-56,19.5
20181024_12-05-27,19.437
20181024_12-05-58,19.625
20181024_12-06-29,19.75
20181024_12-07-00,19.937
20181024_12-07-31,20.125
20181024_12-08-02,19.5
20181024_12-08-33,19.437
20181024_12-09-04,19.562
20181024_12-09-35,19.75
20181024_12-10-06,19.937
20181024_12-10-37,20.062
20181024_12-11-08,19.5
20181024_12-11-39,19.437
20181024_12-12-10,19.625
20181024_12-12-41,19.75
20181024_12-13-12,19.937
20181024_12-13-43,20.125
20181024_12-14-13,19.5
20181024_12-14-44,19.5
20181024_12-15-15,19.625
20181024_12-15-46,19.812
20181024_12-16-17,19.937
20181024_12-16-48,20.125
20181024_12-17-19,19.5
20181024_12-17-50,19.437
20181024_12-18-21,19.625
20181024_12-18-52,19.75
20181024_12-19-23,19.937
20181024_12-19-54,20.125
20181024_12-20-25,19.5
20181024_12-20-56,19.5
20181024_12-21-27,19.625
20181024_12-21-58,19.75
20181024_12-22-29,19.937
20181024_12-23-00,20.125
20181024_12-23-31,19.5
20181024_12-24-02,19.437
20181024_12-24-33,19.625
20181024_12-25-04,19.75
20181024_12-25-35,19.937
20181024_12-26-06,20.125
20181024_12-26-37,19.5
20181024_12-27-07,19.5
20181024_12-27-38,19.687
20181024_12-28-09,19.812
20181024_12-28-40,20.0
20181024_12-29-11,20.125
20181024_12-29-42,19.5
20181024_12-30-13,19.5
20181024_12-30-44,19.687
20181024_12-31-15,19.812
20181024_12-31-46,20.0
20181024_12-32-17,20.125
20181024_12-32-48,19.5
20181024_12-33-19,19.5
20181024_12-33-50,19.625
20181024_12-34-21,19.812
20181024_12-34-52,20.0
20181024_12-35-23,20.125
20181024_12-35-54,19.562
20181024_12-36-25,19.5
20181024_12-36-56,19.625
20181024_12-37-27,19.812
20181024_12-37-58,20.0
20181024_12-38-29,20.187
20181024_12-38-59,19.562
20181024_12-39-30,19.5
20181024_12-40-01,19.687
20181024_12-40-32,19.812
20181024_12-41-03,20.0
20181024_12-41-34,20.187
20181024_12-42-05,19.562
20181024_12-42-36,19.562
20181024_12-43-07,19.687
20181024_12-43-38,19.875
20181024_12-44-09,20.0
20181024_12-44-40,20.187
20181024_12-45-11,19.562
20181024_12-45-42,19.562
20181024_12-46-13,19.687
20181024_12-46-44,19.875
20181024_12-47-15,20.062
20181024_12-47-46,19.437
20181024_12-48-17,19.437
20181024_12-48-48,19.625
20181024_12-49-19,19.812
